	01. Ring of Fortune.mp3		Ring of Fortune		佐々木恵梨		320000		4:20		10		4.33937375		D:\williamlun\TSDM專輯\01. Ring of Fortune.mp3	
	06. アジュールの実.mp3		アジュールの実		田村ゆかり		320000		4:15		10		4.24925125		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\06. アジュールの実.mp3	
	07. LUNATICA MARE.mp3		LUNATICA MARE		田村ゆかり		320000		4:36		11		4.59537375		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\07. LUNATICA MARE.mp3	
	08. ナルシスが嘘をつく.mp3		ナルシスが嘘をつく		田村ゆかり		320000		3:34		8		3.55918333333333		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\08. ナルシスが嘘をつく.mp3	
	09. Passion Error.mp3		Passion Error		田村ゆかり		320000		3:47		9		3.77556416666667		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\09. Passion Error.mp3	
	10. PINK AQUARIUM.mp3		PINK AQUARIUM		田村ゆかり		320000		3:46		9		3.76424416666667		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\10. PINK AQUARIUM.mp3	
	11. 純愛レッスン.mp3		純愛レッスン		田村ゆかり		320000		3:8		7		3.12729208333333		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\11. 純愛レッスン.mp3	
	12. 恋と夢と空時計.mp3		恋と夢と空時計		田村ゆかり		320000		4:27		10		4.44212208333333		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\12. 恋と夢と空時計.mp3	
	13. Papillon.mp3		Papillon		田村ゆかり		320000		4:2		9		4.03635333333333		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\13. Papillon.mp3	
	14. ひとりあやとり.mp3		ひとりあやとり		田村ゆかり		320000		4:60		12		4.99940083333333		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\14. ひとりあやとり.mp3	
	15. W- Wonder tale.mp3		W: Wonder tale		田村ゆかり		320000		4:37		11		4.62367291666667		D:\williamlun\TSDM專輯\[131120]田村ゆかり - 螺旋の果実[320K]\MP3\15. W- Wonder tale.mp3	
	歌組雪月花 - 回レ!雪月花.mp3		--		--		320000		23:22		56		23.36740125		D:\williamlun\TSDM專輯\[131127]TVアニメ『機巧少女は傷つかない』ED主題歌 - 「回レ！雪月花」／歌組雪月花[WAV+CUE+LOG]\歌組雪月花 - 回レ!雪月花.mp3	
	01. Walpurgis R.A.M.A.mp3		Walpurgis R.A.M.A		横山克		320000		2:5		5		2.08761833333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\01. Walpurgis R.A.M.A.mp3	
	02. Tea Cup Garden.mp3		Tea Cup Garden		横山克		320000		1:50		4		1.82508791666667		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\02. Tea Cup Garden.mp3	
	03. Sunny Spot.mp3		Sunny Spot		横山克		320000		2:3		4		2.04799958333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\03. Sunny Spot.mp3	
	04. Brilliant Moon.mp3		Brilliant Moon		横山克		320000		2:2		4		2.03058458333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\04. Brilliant Moon.mp3	
	05. Night Wind.mp3		Night Wind		横山克		320000		1:57		4		1.95526458333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\05. Night Wind.mp3	
	06. Black or Silver.mp3		Black or Silver		横山克		320000		2:21		5		2.34361833333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\06. Black or Silver.mp3	
	07. Fuming Low Peak.mp3		Fuming Low Peak		横山克		320000		1:30		3		1.50682958333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\07. Fuming Low Peak.mp3	
	08. Rainy Moon.mp3		Rainy Moon		横山克		320000		1:30		3		1.49681583333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\08. Rainy Moon.mp3	
	09. Good Grief.mp3		Good Grief		横山克		320000		1:48		4		1.80549625		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\09. Good Grief.mp3	
	10. Hidden Tenderness.mp3		Hidden Tenderness		横山克		320000		2:10		5		2.17121041666667		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\10. Hidden Tenderness.mp3	
	11. Monologue.mp3		Monologue		横山克		320000		2:34		6		2.56174083333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\11. Monologue.mp3	
	12. Nobless Oblige.mp3		Nobless Oblige		横山克		320000		2:3		4		2.04974083333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\12. Nobless Oblige.mp3	
	13. Man Mind Confession.mp3		Man Mind Confession		横山克		320000		2:45		6		2.752435		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\13. Man Mind Confession.mp3	
	14. Tranquil Night.mp3		Tranquil Night		横山克		320000		2:11		5		2.18340083333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\14. Tranquil Night.mp3	
	15. Impermanence.mp3		Impermanence		横山克		320000		2:2		4		2.03450291666667		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\15. Impermanence.mp3	
	16. Magicienne.mp3		Magicienne		横山克		320000		2:9		5		2.1503125		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\16. Magicienne.mp3	
	17. Critical Wave.mp3		Critical Wave		横山克		320000		1:52		4		1.874285		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\17. Critical Wave.mp3	
	18. Spiral.mp3		Spiral		横山克		320000		1:40		3		1.65921041666667		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\18. Spiral.mp3	
	19. Magica.mp3		Magica		横山克		320000		2:13		5		2.20952333333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\19. Magica.mp3	
	20. Bravery Steps.mp3		Bravery Steps		横山克		320000		3:11		7		3.18476125		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\20. Bravery Steps.mp3	
	21. Marginal Combat.mp3		Marginal Combat		横山克		320000		2:2		4		2.0340675		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\21. Marginal Combat.mp3	
	22. Treed Dawn.mp3		Treed Dawn		横山克		320000		2:16		5		2.269605		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\22. Treed Dawn.mp3	
	23. Immortals.mp3		Immortals		横山克		320000		2:48		6		2.80685666666667		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\23. Immortals.mp3	
	24. Zugzwang.mp3		Zugzwang		横山克		320000		1:43		4		1.7084075		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\24. Zugzwang.mp3	
	25. Shoot Out.mp3		Shoot Out		横山克		320000		1:53		4		1.87820333333333		D:\williamlun\TSDM專輯\[140129]機巧少女は傷つかない BD Vol.2 特典CD コンプリートサウンドトラック(OST) Vol.1[320K+BK]\MP3\25. Shoot Out.mp3	
	01. DAYS of DASH.mp3		DAYS of DASH		鈴木このみ		320000		4:12		10		4.19787708333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\01. DAYS of DASH.mp3	
	02. 夢の続き.mp3		夢の続き		鈴木このみ		320000		4:12		10		4.20092458333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\02. 夢の続き.mp3	
	03. CHOIR JAIL.mp3		CHOIR JAIL		鈴木このみ		320000		3:53		9		3.88092458333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\03. CHOIR JAIL.mp3	
	04. 私がモテないのはどう考えてもお前らが悪い.mp3		私がモテないのはどう考えてもお前らが悪い		鈴木このみ n' キバオブアキバ		320000		3:18		8		3.30318333333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\04. 私がモテないのはどう考えてもお前らが悪い.mp3	
	05. 運命のEngagement.mp3		運命のEngagement		鈴木このみ		320000		3:37		8		3.61795875		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\05. 運命のEngagement.mp3	
	06. AVENGE WORLD (Album Ver.).mp3		AVENGE WORLD (Album Ver.)		鈴木このみ		320000		3:60		9		3.99325125		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\06. AVENGE WORLD (Album Ver.).mp3	
	07. 囚人 -Paradox 2013-.mp3		囚人 -Paradox 2013-		鈴木このみ		320000		4:58		12		4.97110166666667		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\07. 囚人 -Paradox 2013-.mp3	
	08. 世界は疵を抱きしめる (Album Ver.).mp3		世界は疵を抱きしめる (Album Ver.)		鈴木このみ		320000		4:9		10		4.14780916666667		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\08. 世界は疵を抱きしめる (Album Ver.).mp3	
	09. あなたに.mp3		あなたに		鈴木このみ		320000		4:43		11		4.71858458333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\09. あなたに.mp3	
	10. 約束の続き.mp3		約束の続き		鈴木このみ		320000		4:45		11		4.7568975		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\10. 約束の続き.mp3	
	11. Tears BREAKER (Album Ver.).mp3		Tears BREAKER (Album Ver.)		鈴木このみ		320000		4:24		10		4.39248916666667		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\11. Tears BREAKER (Album Ver.).mp3	
	12. 追憶の黒き魔剣士 (2014Mix Ver.).mp3		追憶の黒き魔剣士 (2014Mix Ver.)		鈴木このみ		320000		5:9		12		5.14481583333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\12. 追憶の黒き魔剣士 (2014Mix Ver.).mp3	
	13. I say “Happy day!”.mp3		I say "Happy day!"		鈴木このみ		320000		4:8		10		4.12647583333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\13. I say “Happy day!”.mp3	
	14. Open Heart.mp3		Open Heart		鈴木このみ		320000		3:34		8		3.55918333333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\14. Open Heart.mp3	
	15. DAYS of DASH (Pf Ver.).mp3		DAYS of DASH (Pf Ver.)		鈴木このみ		320000		2:13		5		2.21387708333333		D:\williamlun\TSDM專輯\[140226]鈴木このみ 1stアルバム「17」[320K]\MP3\15. DAYS of DASH (Pf Ver.).mp3	
	DARAKENA (without Iori).mp3		DARAKENA (without Iori)		?		320000		4:46		11		4.758465		D:\williamlun\TSDM專輯\[140423]TVアニメ「棺姫のチャイカ」OPテーマ「DARAKENA」／野水いおり[320K]\MP3\DARAKENA (without Iori).mp3	
	DARAKENA.mp3		DARAKENA		?		320000		4:46		11		4.766295		D:\williamlun\TSDM專輯\[140423]TVアニメ「棺姫のチャイカ」OPテーマ「DARAKENA」／野水いおり[320K]\MP3\DARAKENA.mp3	
	カンパネッラ (without Iori).mp3		?? (without Iori)		?		320000		4:20		10		4.33869		D:\williamlun\TSDM專輯\[140423]TVアニメ「棺姫のチャイカ」OPテーマ「DARAKENA」／野水いおり[320K]\MP3\カンパネッラ (without Iori).mp3	
	カンパネッラ.mp3		??		?		320000		4:23		10		4.380885		D:\williamlun\TSDM專輯\[140423]TVアニメ「棺姫のチャイカ」OPテーマ「DARAKENA」／野水いおり[320K]\MP3\カンパネッラ.mp3	
	01. This game.mp3		This game		鈴木このみ		320000		4:43		11		4.70857083333333		D:\williamlun\TSDM專輯\[140521] TVアニメ「ノーゲーム・ノーライフ」OPテーマ「This game」／鈴木このみ [通常盤] (320K+BK)\MP3\01. This game.mp3	
	02. Delighting.mp3		Delighting		鈴木このみ		320000		4:49		11		4.81610833333333		D:\williamlun\TSDM專輯\[140521] TVアニメ「ノーゲーム・ノーライフ」OPテーマ「This game」／鈴木このみ [通常盤] (320K+BK)\MP3\02. Delighting.mp3	
	03. サイバーサンダーサイダー.mp3		サイバーサンダーサイダー		鈴木このみ		320000		3:26		8		3.43423083333333		D:\williamlun\TSDM專輯\[140521] TVアニメ「ノーゲーム・ノーライフ」OPテーマ「This game」／鈴木このみ [通常盤] (320K+BK)\MP3\03. サイバーサンダーサイダー.mp3	
	04. This game (Instrumental).mp3		This game (Instrumental)		鈴木このみ		320000		4:42		11		4.70639416666667		D:\williamlun\TSDM專輯\[140521] TVアニメ「ノーゲーム・ノーライフ」OPテーマ「This game」／鈴木このみ [通常盤] (320K+BK)\MP3\04. This game (Instrumental).mp3	
	05. Delighting (Instrumental).mp3		Delighting (Instrumental)		鈴木このみ		320000		4:51		11		4.84745541666667		D:\williamlun\TSDM專輯\[140521] TVアニメ「ノーゲーム・ノーライフ」OPテーマ「This game」／鈴木このみ [通常盤] (320K+BK)\MP3\05. Delighting (Instrumental).mp3	
	(01)オラシオン.mp3		オラシオン		白(CV:茅野愛衣)		320000		4:34		10		4.57404041666667		D:\williamlun\TSDM專輯\[140521]「ノーゲーム・ノーライフ」エンディングテーマ『 オラシオン』[WAV+CUE+LOG+MP3+BK]\(01)オラシオン.mp3	
	(02)Bias Hacker.mp3		Bias Hacker		歌：白（CV.茅野愛衣）、ステファニー・ドーラ（CV.日笠陽子）、ジブリール（CV.田村ゆかり）		320000		3:37		8		3.61055791666667		D:\williamlun\TSDM專輯\[140521]「ノーゲーム・ノーライフ」エンディングテーマ『 オラシオン』[WAV+CUE+LOG+MP3+BK]\(02)Bias Hacker.mp3	
	(03)Now Loading....mp3		Now Loading...		作編曲：細江慎治		320000		3:48		9		3.80125166666667		D:\williamlun\TSDM專輯\[140521]「ノーゲーム・ノーライフ」エンディングテーマ『 オラシオン』[WAV+CUE+LOG+MP3+BK]\(03)Now Loading....mp3	
	(04)オラシオン (Instrumental).mp3		オラシオン (Instrumental)		(Instrumental)		320000		4:34		10		4.57186416666667		D:\williamlun\TSDM專輯\[140521]「ノーゲーム・ノーライフ」エンディングテーマ『 オラシオン』[WAV+CUE+LOG+MP3+BK]\(04)オラシオン (Instrumental).mp3	
	(05)Bias Hacker (Instrumental).mp3		Bias Hacker (Instrumental)		(Instrumental)		320000		3:39		8		3.64364625		D:\williamlun\TSDM專輯\[140521]「ノーゲーム・ノーライフ」エンディングテーマ『 オラシオン』[WAV+CUE+LOG+MP3+BK]\(05)Bias Hacker (Instrumental).mp3	
	(01)トコハナ.mp3		トコハナ		やなぎなぎ		320000		4:26		10		4.43515583333333		D:\williamlun\TSDM專輯\[140604]「Black Bullet」ED『トコハナ』やなぎなぎ[WAV+CUE+LOG+MP3+DVD+BK]\(01)トコハナ.mp3	
	(02)忘れない為に.mp3		忘れない為に		やなぎなぎ		320000		4:31		10		4.51091166666667		D:\williamlun\TSDM專輯\[140604]「Black Bullet」ED『トコハナ』やなぎなぎ[WAV+CUE+LOG+MP3+DVD+BK]\(02)忘れない為に.mp3	
	(03)クロスロード.mp3		クロスロード		やなぎなぎ		320000		4:49		11		4.81785041666667		D:\williamlun\TSDM專輯\[140604]「Black Bullet」ED『トコハナ』やなぎなぎ[WAV+CUE+LOG+MP3+DVD+BK]\(03)クロスロード.mp3	
	(04)トコハナ (instrumental).mp3		トコハナ (instrumental)		やなぎなぎ		320000		4:26		10		4.44038083333333		D:\williamlun\TSDM專輯\[140604]「Black Bullet」ED『トコハナ』やなぎなぎ[WAV+CUE+LOG+MP3+DVD+BK]\(04)トコハナ (instrumental).mp3	
	(05)忘れない為に (instrumental).mp3		忘れない為に (instrumental)		やなぎなぎ		320000		4:31		10		4.51047625		D:\williamlun\TSDM專輯\[140604]「Black Bullet」ED『トコハナ』やなぎなぎ[WAV+CUE+LOG+MP3+DVD+BK]\(05)忘れない為に (instrumental).mp3	
	(06)クロスロード (instrumental).mp3		クロスロード (instrumental)		やなぎなぎ		320000		4:48		11		4.806095		D:\williamlun\TSDM專輯\[140604]「Black Bullet」ED『トコハナ』やなぎなぎ[WAV+CUE+LOG+MP3+DVD+BK]\(06)クロスロード (instrumental).mp3	
	01. =ONESELF.mp3		=ONESELF		白(CV.茅野愛衣)		320000		4:21		10		4.35635333333333		D:\williamlun\TSDM專輯\[140625]TVアニメ「ノーゲーム・ノーライフ」スペシャルCD キャラクターソング01／白(CV.茅野愛衣)[320K+BK]\MP3\01. =ONESELF.mp3	
	02. =ONESELF (Instrumental).mp3		=ONESELF (Instrumental)		白(CV.茅野愛衣)		320000		4:19		10		4.30933291666667		D:\williamlun\TSDM專輯\[140625]TVアニメ「ノーゲーム・ノーライフ」スペシャルCD キャラクターソング01／白(CV.茅野愛衣)[320K+BK]\MP3\02. =ONESELF (Instrumental).mp3	
	(01)共鳴のTrue Force.mp3		共鳴のTrue Force		原田ひとみ		320000		4:33		10		4.55619		D:\williamlun\TSDM專輯\[140723]7月新番『精灵使的剑舞』OP主題歌「共鳴のTrue Force」／原田ひとみ[WAV+CUE+MP3+BK]\ZMCZ-9539(MP3)\(01)共鳴のTrue Force.mp3	
	(02)夜明け星.mp3		夜明け星		原田ひとみ		320000		4:58		11		4.95891166666667		D:\williamlun\TSDM專輯\[140723]7月新番『精灵使的剑舞』OP主題歌「共鳴のTrue Force」／原田ひとみ[WAV+CUE+MP3+BK]\ZMCZ-9539(MP3)\(02)夜明け星.mp3	
	(03)共鳴のTrue Force w-o hitomi.mp3		共鳴のTrue Force w/o hitomi		原田ひとみ		320000		4:33		10		4.54269375		D:\williamlun\TSDM專輯\[140723]7月新番『精灵使的剑舞』OP主題歌「共鳴のTrue Force」／原田ひとみ[WAV+CUE+MP3+BK]\ZMCZ-9539(MP3)\(03)共鳴のTrue Force w-o hitomi.mp3	
	(04)夜明け星 w-o hitomi.mp3		夜明け星 w/o hitomi		原田ひとみ		320000		4:60		11		4.992		D:\williamlun\TSDM專輯\[140723]7月新番『精灵使的剑舞』OP主題歌「共鳴のTrue Force」／原田ひとみ[WAV+CUE+MP3+BK]\ZMCZ-9539(MP3)\(04)夜明け星 w-o hitomi.mp3	
	Acoustic Installation.mp3		Acoustic Installation		TK from 凛として時雨		320000		6:5		14		6.08217625		D:\williamlun\TSDM專輯\[140723]TVアニメ『東京喰種トーキョーグール』OP主題歌「unravel」(期間生産限定アニメ盤)／TK from 凛として時雨[320K+BK]\MP3\Acoustic Installation.mp3	
	Fu re te Fu re ru.mp3		Fu re te Fu re ru		TK from 凛として時雨		320000		3:39		8		3.64669333333333		D:\williamlun\TSDM專輯\[140723]TVアニメ『東京喰種トーキョーグール』OP主題歌「unravel」(期間生産限定アニメ盤)／TK from 凛として時雨[320K+BK]\MP3\Fu re te Fu re ru.mp3	
	unravel (TV edit).mp3		unravel (TV edit)		TK from 凛として時雨		320000		1:30		3		1.5077		D:\williamlun\TSDM專輯\[140723]TVアニメ『東京喰種トーキョーグール』OP主題歌「unravel」(期間生産限定アニメ盤)／TK from 凛として時雨[320K+BK]\MP3\unravel (TV edit).mp3	
	unravel.mp3		unravel		TK from 凛として時雨		320000		4:1		9		4.0124075		D:\williamlun\TSDM專輯\[140723]TVアニメ『東京喰種トーキョーグール』OP主題歌「unravel」(期間生産限定アニメ盤)／TK from 凛として時雨[320K+BK]\MP3\unravel.mp3	
	01. 暁の水平線に.mp3		暁の水平線に		赤城(CV.藤田咲)&翔鶴(CV.野水伊織)		320000		3:39		8		3.64495166666667		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【壱】KanColle Vocal Collection Vol.1 (320K)\MP3\01. 暁の水平線に.mp3	
	02. 鎮守府の朝.mp3		鎮守府の朝		暁、響、雷、電(CV.洲崎綾)		320000		4:5		9		4.08032583333333		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【壱】KanColle Vocal Collection Vol.1 (320K)\MP3\02. 鎮守府の朝.mp3	
	03. 暁の水平線に (Instrumental).mp3		暁の水平線に (Instrumental)		赤城(CV.藤田咲)&翔鶴(CV.野水伊織)		320000		3:39		8		3.64538708333333		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【壱】KanColle Vocal Collection Vol.1 (320K)\MP3\03. 暁の水平線に (Instrumental).mp3	
	04. 鎮守府の朝 (Instrumental).mp3		鎮守府の朝 (Instrumental)		暁、響、雷、電(CV.洲崎綾)		320000		4:5		9		4.07771375		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【壱】KanColle Vocal Collection Vol.1 (320K)\MP3\04. 鎮守府の朝 (Instrumental).mp3	
	01. 華の二水戦.mp3		華の二水戦		川内、神通、那珂(CV.佐倉綾音)		320000		4:35		11		4.57534625		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\MP3\01. 華の二水戦.mp3	
	02. 提督との絆.mp3		提督との絆		金剛、比叡、榛名、霧島(CV.東山奈央)		320000		5:27		13		5.44565916666667		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\MP3\02. 提督との絆.mp3	
	03. 華の二水戦 (Instrumental).mp3		華の二水戦 (Instrumental)		川内、神通、那珂(CV.佐倉綾音)		320000		4:35		11		4.5766525		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\MP3\03. 華の二水戦 (Instrumental).mp3	
	04. 提督との絆 (Instrumental).mp3		提督との絆 (Instrumental)		金剛、比叡、榛名、霧島(CV.東山奈央)		320000		5:27		13		5.4434825		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\MP3\04. 提督との絆 (Instrumental).mp3	
	01. 本当.mp3		本当		やなぎなぎ		320000		1:47		4		1.79156416666667		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\01. 本当.mp3	
	02. ユキトキ.mp3		ユキトキ		やなぎなぎ		320000		4:29		10		4.48304708333333		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\02. ユキトキ.mp3	
	03. 青のパレード.mp3		青のパレード		やなぎなぎ		320000		4:18		10		4.2971425		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\03. 青のパレード.mp3	
	04. concent.mp3		concent		やなぎなぎ		320000		4:28		10		4.469115		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\04. concent.mp3	
	05. helvetica.mp3		helvetica		やなぎなぎ		320000		4:45		11		4.74993125		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\05. helvetica.mp3	
	06. Ambivalentidea.mp3		Ambivalentidea		やなぎなぎ		320000		4:40		11		4.66851666666667		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\06. Ambivalentidea.mp3	
	07. euaru.mp3		euaru		やなぎなぎ		320000		4:16		10		4.26187708333333		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\07. euaru.mp3	
	08. Zoetrope.mp3		Zoetrope		やなぎなぎ		320000		4:19		10		4.31673416666667		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\08. Zoetrope.mp3	
	09. ラテラリティ.mp3		ラテラリティ		やなぎなぎ		320000		4:28		10		4.47346875		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\09. ラテラリティ.mp3	
	10. ストレンジアトラクター.mp3		ストレンジアトラクター		やなぎなぎ		320000		4:7		9		4.12429875		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\10. ストレンジアトラクター.mp3	
	11. クオリア.mp3		クオリア		やなぎなぎ		320000		6:3		14		6.05126458333333		D:\williamlun\TSDM專輯\[140803] 艦隊これくしょん -艦これ- 艦娘想歌【弐】KanColle Vocal Collection Vol.2 (320K)\[130703]やなぎなぎ - エウアル(初回限定盤)[320K]\CD1\11. クオリア.mp3	
